14817839,41.4451937,-81.7165191,220.65,0.3665207841549279,-0.13962643089586346
15000218,41.445194,-81.7165201,220.69,-0.8726867790758789,-0.5585111678304086
15200023,41.4451947,-81.7165212,220.67,-0.8552321837525303,-0.6108728365859659
15400235,41.4451952,-81.7165226,220.72,-0.8377776405367181,-0.6981430430496479
15600375,41.4451954,-81.716524,220.68,-0.8028687061732342,-0.5061498053224753
15800178,41.4451957,-81.7165255,220.6,-0.7854143128983591,-0.15707976187243666
16000264,41.4451963,-81.7165271,220.67,-0.7330514159382309,0.45378872034938866
16800297,41.4451981,-81.7165363,220.68,-0.6283267991889772,0.5410573477181785
17400418,41.4452006,-81.7165418,220.85,-0.6632348403025968,-0.3665207841549279
17800489,41.4452018,-81.7165455,221.32,-0.680688920940191,-0.2268931921107154
18400403,41.445203,-81.716553,221.53,-0.6981430430496479,0.05235988234474965
18600540,41.4452039,-81.7165561,221.49,-0.08726648475212713,1.291615464753487
18800566,41.4452045,-81.7165592,221.47,-0.9250508883275362,1.3439844363082396
19000488,41.4452054,-81.7165619,221.32,-0.41888147037448464,0.41888147037448464
19200430,41.4452062,-81.7165641,221.31,-0.7679599674766128,0.15707976187243666
20400363,41.4452129,-81.7165773,221.05,-0.6108728365859659,-0.29670684352018467
21400534,41.4452194,-81.7165871,221.28,-0.19198645359852065,0.9425057027174897
21600601,41.4452201,-81.7165902,221.34,-0.5585111678304086,-0.8377776405367181
21800424,41.445221,-81.7165929,221.38,-0.20943981647468826,-0.29670684352018467
23400348,41.4452287,-81.7166151,221.99,-0.5934189112008459,0.5585111678304086
24600238,41.4452326,-81.7166313,221.79,-0.6457808000733583,0.17453310241888004
25200178,41.4452343,-81.7166398,221.7,-0.2792534062113277,0.6108728365859659
29800213,41.4452368,-81.7167067,221.82,-0.8726867790758789,-0.6283267991889772
30200322,41.445237,-81.7167131,221.87,-1.0472358322297188,-0.2617999859156943
30400419,41.445237,-81.7167163,222.01,-1.0821463745197601,-0.05235988234474965
32000388,41.4452356,-81.7167409,222.39,0.7155972076944852,-0.05235988234474965
32600531,41.4452342,-81.716751,222.45,-2.5836619542112635,3.0727460078610753
32800472,41.4452337,-81.7167544,222.42,-2.199469431199964,1.4138108832106644
33400336,41.4452312,-81.7167641,222.69,-0.8726867790758789,3.911530585071997
34800164,41.445225,-81.7167836,222.87,0.820323148364822,2.653522998198774
36800636,41.4452208,-81.7168131,222.7,0.0,0.13962643089586346
37200541,41.4452195,-81.7168194,222.92,-0.4886960809121381,-0.19198645359852065
46400285,41.4452366,-81.7169405,224.47,-1.6232987669078658,-3.6318804655649704
54600546,41.445317,-81.7169541,224.98,1.3090717084835086,-0.2617999859156943
57400283,41.4453445,-81.7169563,224.88,1.4138108832106644,-1.151968258840719
58800287,41.4453576,-81.7169524,224.9,1.9026384219468415,-0.7330514159382309
60600292,41.4453736,-81.7169506,224.8,1.5883831800645625,-0.4886960809121381
61600229,41.4453824,-81.71695,224.85,0.9075961302997294,0.0
63000225,41.4453935,-81.716949,224.97,0.10471979339903047,0.41888147037448464
64200337,41.4454048,-81.7169408,224.67,-0.2268931921107154,-0.8377776405367181
65200486,41.445414,-81.7169297,224.8,0.05235988234474965,-1.1345126851332847
65600312,41.4454183,-81.7169252,224.87,-0.349067268159625,-1.4312677076546665
66600258,41.445427,-81.7169151,224.78,0.2617999859156943,-1.6232987669078658
71200286,41.4454663,-81.7168643,224.66,1.3090717084835086,-1.186879617893179
75000440,41.4454988,-81.7168247,224.08,-0.575965021970147,-2.985399470296064
75200380,41.4455004,-81.7168225,223.99,0.24434658156993774,-3.1950390602677743
75600433,41.4455036,-81.7168181,223.83,0.41888147037448464,-2.7932529196587494
75800465,41.4455052,-81.7168157,223.76,-0.19198645359852065,-2.5836619542112635
76000575,41.4455069,-81.7168136,223.69,-0.05235988234474965,-2.5138034303967447
76200315,41.4455085,-81.7168115,223.65,0.08726648475212713,-2.6185921569186927
76400470,41.44551,-81.7168095,223.52,-0.01745329269716253,-2.496339185224331
76600685,41.4455118,-81.7168075,223.5,0.20943981647468826,-2.2343931724278914
76800311,41.4455137,-81.7168053,223.48,0.01745329269716253,-2.3042422977474013
77200334,41.4455167,-81.7168011,223.22,-0.38397432248025426,-2.426483715679962
77400648,41.4455183,-81.7167991,223.17,-0.349067268159625,-2.409020220750724
77600584,41.44552,-81.7167972,223.13,-0.06981318142180619,-2.199469431199964
80200288,41.4455407,-81.7167737,222.8,0.4886960809121381,-3.439654174563319
87000274,41.445589,-81.7167091,222.0,-0.9774155048385962,-3.1251561704120063
87600301,41.4455944,-81.7167026,222.14,-0.41888147037448464,-2.7757860945988932
88600499,41.445603,-81.7166933,222.17,0.0,-3.387233288185025
88800504,41.4456048,-81.7166913,222.22,-0.4712423862755803,-3.527026528846383
89000591,41.4456066,-81.7166893,222.24,-0.6108728365859659,-3.6318804655649704
89200376,41.4456083,-81.7166872,222.24,-0.7679599674766128,-2.8456544209498515
89800211,41.4456134,-81.7166815,222.19,-1.151968258840719,-3.544501640866979
90200529,41.4456167,-81.7166783,222.24,-1.0297806573289738,-3.160097229907076
90400495,41.4456186,-81.7166772,222.27,-1.2741592997263085,-2.8456544209498515
90600546,41.4456202,-81.7166761,222.14,-0.7854143128983591,-2.9329937408112556
91400234,41.4456271,-81.7166703,221.95,0.9425057027174897,-3.929010700766964
94400322,41.4456546,-81.716653,221.81,1.815341795882772,-6.028673753038446
101400381,41.4457268,-81.7166431,222.25,4.191241804078907,-2.8456544209498515
110600468,41.4458185,-81.7166485,221.92,0.5410573477181785,-4.698388323725887
113800290,41.4458514,-81.7166508,222.1,-1.6058409245568868,-5.258279317867586
114000444,41.4458542,-81.7166503,222.17,-1.0996017440366517,-5.520839312157607
